name,description,attributes[Effects],attributes[Textures],attributes[Slider 1],attributes[Slider 2]
Refract Pass #97,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Fresnel + Fresnel + jambler + Squiggle,refrac_03,~49%,~49%
Refract Pass #98,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Slider + Squiggle + Grainary + jambler,refrac_08,~49%,~49%
Refract Pass #99,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Edgy + Squiggle + Swirl + Radial,refrac_06,~0%,~0%
Refract Pass #100,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Radial + Fresnel + Slick + Radial,refrac_08,~49%,~49%
Refract Pass #101,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Papier + Squiggle + Lensman,refrac_01 + rainbow,~0%,~0%
Refract Pass #102,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Fresnel + Rotopane + Halo + Slow,refrac_01,~49%,~49%
Refract Pass #103,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Grainary + Tape + Squiggle + Squiggle,refrac_03,~0%,~0%
Refract Pass #104,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Grainary + Fresnel + Slick + Slick,refrac_02,~49%,~49%
Refract Pass #105,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Polytone + Halo + Prism OJ + jambler,refrac_09 + GrapefruitB,~49%,~49%
Refract Pass #106,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Geotile + Halo + Edgy,refrac_01 + Triangles,~49%,~49%
Refract Pass #107,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Slider + Halo + Tape + jambler,refrac_01,~49%,~49%
Refract Pass #108,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Fresnel + Papier + Rotopane + Rotopane,refrac_03,~49%,~49%
Refract Pass #109,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Tape + Squiggle + Watercolor + Prism OJ,refrac_04,~0%,~0%
Refract Pass #110,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + jambler + Slider + Radial,refrac_02,~49%,~49%
Refract Pass #111,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Mosher + Edgy + Prism OJ + Slider,refrac_03,~49%,~49%
Refract Pass #112,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Tape + Polytone + Halo + Lensman,refrac_07 + Paranoi3 + dichro,~49%,~49%
Refract Pass #113,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Edgy + Grainary + Papier + jambler,refrac_02,~0%,~0%
Refract Pass #114,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Edgy + Fresnel + Polytone + Slick,refrac_01 + CentreB,~49%,~49%
Refract Pass #115,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Polytone + Slick + Slow,refrac_02 + MaracujaB,~0%,~0%
Refract Pass #116,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Squiggle + Geotile + Watercolor + Prism OJ,refrac_08 + semi33434,~0%,~0%
Refract Pass #117,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Halo + Squiggle + Lensman + Slider,refrac_02 + dichro,~49%,~49%
Refract Pass #118,"The REFRACT Pass will act as the main point of access to RefractionDAO. It is an evolving NFT that will offer long-term, expanded utilities for our members.The Pass was created by Refraction using our generative art app, Generate. 1000 editions will be available, each with a unique gradient design.",Papier + Slick + Grainary + Geotile,refrac_05 + Scales,~0%,~0%
